0,0,14.498791727366479,household,1724292720350
1,0,14.498791727366479,household,1724292720350
2,2,14.498791727366479,household,1724292720350
3,2,14.498791727366479,household,1724292720350
4,1,14.498791727366479,household,1724292720350
5,0,14.498791727366479,household,1724292720350
6,3,14.498791727366479,household,1724292720350
7,3,14.498791727366479,household,1724292720350
0,0,15.570009455713567,household,1724292900350
1,0,15.570009455713567,household,1724292900350
2,2,15.570009455713567,household,1724292900350
3,2,15.570009455713567,household,1724292900350
4,1,15.570009455713567,household,1724292900350
5,0,15.570009455713567,household,1724292900350
6,3,15.570009455713567,household,1724292900350
7,3,15.570009455713567,household,1724292900350
0,0,16.67784264611217,household,1724293080350
1,0,16.67784264611217,household,1724293080350
2,2,16.67784264611217,household,1724293080350
3,2,16.67784264611217,household,1724293080350
4,1,16.67784264611217,household,1724293080350
5,0,16.67784264611217,household,1724293080350
6,3,16.67784264611217,household,1724293080350
7,3,16.67784264611217,household,1724293080350
0,0,17.819653160367245,household,1724293260350
1,0,17.819653160367245,household,1724293260350
2,2,17.819653160367245,household,1724293260350
3,2,17.819653160367245,household,1724293260350
4,1,17.819653160367245,household,1724293260350
5,0,17.819653160367245,household,1724293260350
6,3,17.819653160367245,household,1724293260350
7,3,17.819653160367245,household,1724293260350
0,0,18.992735424833285,household,1724293440350
1,0,18.992735424833285,household,1724293440350
2,2,18.992735424833285,household,1724293440350
3,2,18.992735424833285,household,1724293440350
4,1,18.992735424833285,household,1724293440350
5,0,18.992735424833285,household,1724293440350
6,3,18.992735424833285,household,1724293440350
7,3,18.992735424833285,household,1724293440350
0,0,20.194326554237026,household,1724293620350
1,0,20.194326554237026,household,1724293620350
2,2,20.194326554237026,household,1724293620350
3,2,20.194326554237026,household,1724293620350
4,1,20.194326554237026,household,1724293620350
5,0,20.194326554237026,household,1724293620350
6,3,20.194326554237026,household,1724293620350
7,3,20.194326554237026,household,1724293620350
0,0,21.421616277529985,household,1724293800350
1,0,21.421616277529985,household,1724293800350
2,2,21.421616277529985,household,1724293800350
3,2,21.421616277529985,household,1724293800350
4,1,21.421616277529985,household,1724293800350
5,0,21.421616277529985,household,1724293800350
6,3,21.421616277529985,household,1724293800350
7,3,21.421616277529985,household,1724293800350
0,0,22.671756646271092,household,1724293980350
1,0,22.671756646271092,household,1724293980350
2,2,22.671756646271092,household,1724293980350
3,2,22.671756646271092,household,1724293980350
4,1,22.671756646271092,household,1724293980350
5,0,22.671756646271092,household,1724293980350
6,3,22.671756646271092,household,1724293980350
7,3,22.671756646271092,household,1724293980350
0,0,23.941871508097087,household,1724294160350
1,0,23.941871508097087,household,1724294160350
2,2,23.941871508097087,household,1724294160350
3,2,23.941871508097087,household,1724294160350
4,1,23.941871508097087,household,1724294160350
5,0,23.941871508097087,household,1724294160350
6,3,23.941871508097087,household,1724294160350
7,3,23.941871508097087,household,1724294160350
0,0,25.22906572904523,household,1724294340350
1,0,25.22906572904523,household,1724294340350
2,2,25.22906572904523,household,1724294340350
3,2,25.22906572904523,household,1724294340350
4,1,25.22906572904523,household,1724294340350
5,0,25.22906572904523,household,1724294340350
6,3,25.22906572904523,household,1724294340350
7,3,25.22906572904523,household,1724294340350
0,0,26.530434150264202,household,1724294520350
1,0,26.530434150264202,household,1724294520350
2,2,26.530434150264202,household,1724294520350
3,2,26.530434150264202,household,1724294520350
4,1,26.530434150264202,household,1724294520350
5,0,26.530434150264202,household,1724294520350
6,3,26.530434150264202,household,1724294520350
7,3,26.530434150264202,household,1724294520350
0,0,27.84307026591195,household,1724294700350
1,0,27.84307026591195,household,1724294700350
2,2,27.84307026591195,household,1724294700350
3,2,27.84307026591195,household,1724294700350
4,1,27.84307026591195,household,1724294700350
5,0,27.84307026591195,household,1724294700350
6,3,27.84307026591195,household,1724294700350
7,3,27.84307026591195,household,1724294700350
0,0,29.164074610465775,household,1724294880350
1,0,29.164074610465775,household,1724294880350
2,2,29.164074610465775,household,1724294880350
3,2,29.164074610465775,household,1724294880350