0,1,652.3429834193482,1724292720350
1,1,652.3429834193482,1724292720350
2,1,652.3429834193482,1724292720350
3,1,652.3429834193482,1724292720350
4,0,544.2319025546768,1724292720350
5,0,544.2319025546768,1724292720350
6,0,544.2319025546768,1724292720350
7,0,544.2319025546768,1724292720350
8,2,590.3580409744142,1724292720350
9,2,590.3580409744142,1724292720350
10,2,590.3580409744142,1724292720350
11,2,590.3580409744142,1724292720350
12,3,682.3920739599783,1724292720350
13,3,682.3920739599783,1724292720350
14,3,682.3920739599783,1724292720350
15,3,682.3920739599783,1724292720350
0,1,652.3429834193482,1724292900350
1,1,652.3429834193482,1724292900350
2,1,652.3429834193482,1724292900350
3,1,652.3429834193482,1724292900350
4,0,544.2319025546768,1724292900350
5,0,544.2319025546768,1724292900350
6,0,544.2319025546768,1724292900350
7,0,544.2319025546768,1724292900350
8,2,590.3580409744142,1724292900350
9,2,590.3580409744142,1724292900350
10,2,590.3580409744142,1724292900350
11,2,590.3580409744142,1724292900350
12,3,682.3920739599783,1724292900350
13,3,682.3920739599783,1724292900350
14,3,682.3920739599783,1724292900350
15,3,682.3920739599783,1724292900350
0,1,652.3429834193482,1724293080350
1,1,652.3429834193482,1724293080350
2,1,652.3429834193482,1724293080350
3,1,652.3429834193482,1724293080350
4,0,544.2319025546768,1724293080350
5,0,544.2319025546768,1724293080350
6,0,544.2319025546768,1724293080350
7,0,544.2319025546768,1724293080350
8,2,590.3580409744142,1724293080350
9,2,590.3580409744142,1724293080350
10,2,590.3580409744142,1724293080350
11,2,590.3580409744142,1724293080350
12,3,682.3920739599783,1724293080350
13,3,682.3920739599783,1724293080350
14,3,682.3920739599783,1724293080350
15,3,682.3920739599783,1724293080350
0,1,652.3429834193482,1724293260350
1,1,652.3429834193482,1724293260350
2,1,652.3429834193482,1724293260350
3,1,652.3429834193482,1724293260350
4,0,544.2319025546768,1724293260350
5,0,544.2319025546768,1724293260350
6,0,544.2319025546768,1724293260350
7,0,544.2319025546768,1724293260350
8,2,590.3580409744142,1724293260350
9,2,590.3580409744142,1724293260350
10,2,590.3580409744142,1724293260350
11,2,590.3580409744142,1724293260350
12,3,682.3920739599783,1724293260350
13,3,682.3920739599783,1724293260350
14,3,682.3920739599783,1724293260350
15,3,682.3920739599783,1724293260350
0,1,652.3429834193482,1724293440350
1,1,652.3429834193482,1724293440350
2,1,652.3429834193482,1724293440350
3,1,652.3429834193482,1724293440350
4,0,544.2319025546768,1724293440350
5,0,544.2319025546768,1724293440350
6,0,544.2319025546768,1724293440350
7,0,544.2319025546768,1724293440350
8,2,590.3580409744142,1724293440350
9,2,590.3580409744142,1724293440350
10,2,590.3580409744142,1724293440350
11,2,590.3580409744142,1724293440350
12,3,682.3920739599783,1724293440350
13,3,682.3920739599783,1724293440350
14,3,682.3920739599783,1724293440350
15,3,682.3920739599783,1724293440350
0,1,652.3429834193482,1724293620350
1,1,652.3429834193482,1724293620350
2,1,652.3429834193482,1724293620350
3,1,652.3429834193482,1724293620350
4,0,544.2319025546768,1724293620350
5,0,544.2319025546768,1724293620350
6,0,544.2319025546768,1724293620350
7,0,544.2319025546768,1724293620350
8,2,590.3580409744142,1724293620350
9,2,590.3580409744142,1724293620350
10,2,590.3580409744142,1724293620350
11,2,590.3580409744142,1724293620350
12,3,682.3920739599783,1724293620350
13,3,682.3920739599783,1724293620350
14,3,682.3920739599783,1724293620350
15,3,682.3920739599783,1724293620350
0,1,652.3429834193482,1724293800350
1,1,652.3429834193482,1724293800350
2,1,652.3429834193482,1724293800350
3,1,652.3429834193482,1724293800350